EPOCH: 256
Training: [256 / 0], d_loss: -368.087097, g_loss: 183.823563, elapsed time: 40.606094 seconds
Training: [664 / 6], d_loss: -343.094421, g_loss: 185.198898, elapsed time: 35.434036 seconds
Training: [664 / 7], d_loss: -348.330261, g_loss: 180.416336, elapsed time: 34.991820 seconds
Training: [664 / 8], d_loss: -341.840698, g_loss: 182.967163, elapsed time: 35.045945 seconds
Training: [664 / 9], d_loss: -352.626007, g_loss: 182.975174, elapsed time: 38.417166 seconds
Training: [664 / 10], d_loss: -161.950729, g_loss: -134.719788, elapsed time: 48.667333 seconds
Training: [664 / 11], d_loss: -236.660385, g_loss: 110.146835, elapsed time: 42.569144 seconds
Training: [664 / 12], d_loss: -340.036102, g_loss: 174.794266, elapsed time: 45.560661 seconds
Training: [664 / 13], d_loss: -121.939598, g_loss: 45.114998, elapsed time: 41.618280 seconds
EPOCH: 665
Training: [665 / 0], d_loss: -239.803085, g_loss: 153.235779, elapsed time: 38.763213 seconds
Training: [665 / 1], d_loss: -298.341095, g_loss: 158.612595, elapsed time: 39.886035 seconds
Training: [665 / 2], d_loss: -253.496796, g_loss: 178.380707, elapsed time: 36.856384 seconds
Training: [665 / 3], d_loss: -350.026184, g_loss: 182.653229, elapsed time: 43.961287 seconds
Training: [665 / 4], d_loss: -356.973236, g_loss: 183.501556, elapsed time: 46.513520 seconds
Training: [665 / 5], d_loss: -348.055786, g_loss: 177.520432, elapsed time: 38.258566 seconds
Training: [665 / 6], d_loss: -245.593735, g_loss: 181.111725, elapsed time: 44.681019 seconds
Training: [665 / 7], d_loss: -163.228592, g_loss: 125.261711, elapsed time: 47.361041 seconds
Training: [665 / 8], d_loss: -193.543304, g_loss: 166.167114, elapsed time: 43.614938 seconds
Training: [665 / 9], d_loss: -172.976334, g_loss: -103.192055, elapsed time: 37.881189 seconds
Training: [665 / 10], d_loss: -297.696442, g_loss: 168.182739, elapsed time: 35.174029 seconds
Training: [665 / 11], d_loss: -354.101105, g_loss: 184.108276, elapsed time: 34.943776 seconds
Training: [665 / 12], d_loss: -352.112976, g_loss: 182.445541, elapsed time: 34.788805 seconds
Training: [665 / 13], d_loss: -349.229523, g_loss: 180.399261, elapsed time: 36.455348 seconds
EPOCH: 666
Training: [666 / 0], d_loss: -345.033905, g_loss: 164.600983, elapsed time: 35.127698 seconds
Training: [666 / 1], d_loss: -220.644531, g_loss: 159.937256, elapsed time: 35.017678 seconds
Training: [666 / 2], d_loss: -238.379623, g_loss: 160.916840, elapsed time: 34.766026 seconds
Training: [666 / 3], d_loss: -317.509735, g_loss: 182.116058, elapsed time: 34.769909 seconds
Training: [666 / 4], d_loss: -253.371140, g_loss: 104.809914, elapsed time: 34.663383 seconds
Training: [666 / 5], d_loss: -348.430420, g_loss: 182.574448, elapsed time: 34.680360 seconds
Training: [666 / 6], d_loss: -349.324646, g_loss: 179.655716, elapsed time: 35.156551 seconds
Training: [666 / 7], d_loss: -345.039978, g_loss: 177.662445, elapsed time: 44.290213 seconds
Training: [666 / 8], d_loss: -328.594116, g_loss: 180.880951, elapsed time: 40.807556 seconds
Training: [666 / 9], d_loss: -326.607025, g_loss: 155.479538, elapsed time: 36.528571 seconds
Training: [666 / 10], d_loss: -143.659012, g_loss: 160.860687, elapsed time: 36.643459 seconds
Training: [666 / 11], d_loss: -205.447052, g_loss: 84.309769, elapsed time: 37.145322 seconds
Training: [666 / 12], d_loss: -351.330017, g_loss: 182.915604, elapsed time: 35.033733 seconds
Training: [666 / 13], d_loss: -345.735443, g_loss: 175.097885, elapsed time: 34.766357 seconds
EPOCH: 667
Training: [667 / 0], d_loss: -269.049896, g_loss: 177.603973, elapsed time: 34.772581 seconds
Training: [667 / 1], d_loss: -220.718384, g_loss: -1.730715, elapsed time: 34.624294 seconds
Training: [667 / 2], d_loss: -349.817383, g_loss: 182.142593, elapsed time: 34.590617 seconds
Training: [667 / 3], d_loss: -347.915192, g_loss: 175.299332, elapsed time: 34.677774 seconds
Training: [667 / 4], d_loss: -348.254395, g_loss: 178.829651, elapsed time: 34.504580 seconds
Training: [667 / 5], d_loss: -273.864136, g_loss: 172.535507, elapsed time: 34.601749 seconds
Training: [667 / 6], d_loss: -307.977478, g_loss: 172.658264, elapsed time: 36.327294 seconds
Training: [667 / 7], d_loss: -326.515228, g_loss: 169.036987, elapsed time: 35.517427 seconds
Training: [667 / 8], d_loss: -349.428619, g_loss: 183.020905, elapsed time: 36.543461 seconds
Training: [667 / 9], d_loss: -340.319458, g_loss: 179.481628, elapsed time: 36.217037 seconds
Training: [667 / 10], d_loss: -330.983978, g_loss: 177.917175, elapsed time: 36.485092 seconds
Training: [667 / 11], d_loss: -230.055267, g_loss: 33.470882, elapsed time: 41.850152 seconds
Training: [667 / 12], d_loss: -205.553864, g_loss: 168.281876, elapsed time: 40.175763 seconds
Training: [667 / 13], d_loss: -324.912994, g_loss: 169.609695, elapsed time: 43.235194 seconds
EPOCH: 668
Training: [668 / 0], d_loss: -261.661407, g_loss: 177.387405, elapsed time: 43.520130 seconds
Training: [668 / 1], d_loss: -349.749573, g_loss: 180.922729, elapsed time: 43.196382 seconds
Training: [668 / 2], d_loss: -347.582275, g_loss: 180.270264, elapsed time: 43.316467 seconds
Training: [668 / 3], d_loss: -347.263702, g_loss: 177.201569, elapsed time: 39.755288 seconds
Training: [668 / 4], d_loss: -338.678894, g_loss: 173.851852, elapsed time: 43.892911 seconds
Training: [668 / 5], d_loss: -334.865387, g_loss: 178.417114, elapsed time: 43.563307 seconds
Training: [668 / 6], d_loss: -248.049652, g_loss: 125.033279, elapsed time: 43.302221 seconds
Training: [668 / 7], d_loss: -329.260162, g_loss: 180.716919, elapsed time: 43.212456 seconds
Training: [668 / 8], d_loss: -338.427216, g_loss: 180.626907, elapsed time: 42.642994 seconds
Training: [668 / 9], d_loss: -85.525406, g_loss: 57.874409, elapsed time: 43.198306 seconds
Training: [668 / 10], d_loss: -253.673767, g_loss: 178.717239, elapsed time: 43.277776 seconds
Training: [668 / 11], d_loss: -312.667938, g_loss: 171.984039, elapsed time: 44.154111 seconds
Training: [668 / 12], d_loss: -356.613953, g_loss: 185.457458, elapsed time: 37.840498 seconds
Training: [668 / 13], d_loss: -343.286438, g_loss: 177.175781, elapsed time: 43.226587 seconds
EPOCH: 669
Training: [669 / 0], d_loss: -345.313232, g_loss: 176.881744, elapsed time: 35.325049 seconds
Training: [669 / 1], d_loss: -320.599854, g_loss: 176.979279, elapsed time: 38.338799 seconds
Training: [669 / 2], d_loss: -267.890747, g_loss: 180.450058, elapsed time: 40.848469 seconds
Training: [669 / 3], d_loss: -39.870651, g_loss: 64.470467, elapsed time: 43.473162 seconds
Training: [669 / 4], d_loss: -341.507812, g_loss: 183.239944, elapsed time: 43.210879 seconds
Training: [669 / 5], d_loss: -349.039673, g_loss: 183.570892, elapsed time: 38.092531 seconds
Training: [669 / 6], d_loss: -344.814148, g_loss: 173.640900, elapsed time: 43.179020 seconds
Training: [669 / 7], d_loss: -121.673363, g_loss: 173.318420, elapsed time: 43.297469 seconds
Training: [669 / 8], d_loss: -321.242554, g_loss: 173.490128, elapsed time: 43.623142 seconds
Training: [669 / 9], d_loss: -206.372177, g_loss: 173.076004, elapsed time: 43.401296 seconds
Training: [669 / 10], d_loss: -217.027206, g_loss: -45.985920, elapsed time: 44.013336 seconds
Training: [669 / 11], d_loss: -100.364525, g_loss: 123.353493, elapsed time: 45.243528 seconds
Training: [669 / 12], d_loss: -338.604675, g_loss: 180.043732, elapsed time: 35.515910 seconds
Training: [669 / 13], d_loss: -357.009735, g_loss: 185.157425, elapsed time: 34.994252 seconds
EPOCH: 670
Training: [670 / 0], d_loss: -351.256042, g_loss: 180.443756, elapsed time: 35.366228 seconds
Training: [670 / 1], d_loss: -345.171814, g_loss: 176.538330, elapsed time: 35.211837 seconds
Training: [670 / 2], d_loss: -339.936005, g_loss: 175.861267, elapsed time: 43.212642 seconds
Training: [670 / 3], d_loss: -346.209595, g_loss: 180.112656, elapsed time: 39.599812 seconds
Training: [670 / 4], d_loss: -292.663818, g_loss: -23.991514, elapsed time: 38.135928 seconds
Training: [670 / 5], d_loss: -114.455811, g_loss: 132.643753, elapsed time: 35.441981 seconds
Training: [670 / 6], d_loss: -242.355545, g_loss: 110.064316, elapsed time: 42.886687 seconds
Training: [670 / 7], d_loss: -296.965027, g_loss: 183.119171, elapsed time: 35.605064 seconds
Training: [670 / 8], d_loss: -303.223877, g_loss: 154.506165, elapsed time: 40.070231 seconds
Training: [670 / 9], d_loss: -292.964355, g_loss: 180.112900, elapsed time: 43.038546 seconds
Training: [670 / 10], d_loss: -357.270660, g_loss: 184.757339, elapsed time: 43.115307 seconds
Training: [670 / 11], d_loss: -350.647583, g_loss: 180.591583, elapsed time: 41.908702 seconds
Training: [670 / 12], d_loss: -343.020599, g_loss: 165.733398, elapsed time: 36.642774 seconds
Training: [670 / 13], d_loss: -125.765343, g_loss: 160.083542, elapsed time: 39.877509 seconds
EPOCH: 671
Training: [671 / 0], d_loss: -250.694550, g_loss: 46.076748, elapsed time: 37.179773 seconds
Training: [671 / 1], d_loss: -269.954498, g_loss: 172.696396, elapsed time: 37.376778 seconds
Training: [671 / 2], d_loss: -344.218018, g_loss: 183.055023, elapsed time: 37.295953 seconds
Training: [671 / 3], d_loss: -360.789001, g_loss: 186.623230, elapsed time: 38.177004 seconds
Training: [671 / 4], d_loss: -349.705322, g_loss: 177.295166, elapsed time: 36.881236 seconds
Training: [671 / 5], d_loss: -347.139496, g_loss: 178.688416, elapsed time: 36.966770 seconds
Training: [671 / 6], d_loss: -344.397369, g_loss: 172.266632, elapsed time: 40.384074 seconds
Training: [671 / 7], d_loss: -162.881927, g_loss: 173.415894, elapsed time: 38.023614 seconds
Training: [671 / 8], d_loss: -296.955994, g_loss: 139.771805, elapsed time: 37.696551 seconds
Training: [671 / 9], d_loss: -348.340271, g_loss: 182.393784, elapsed time: 38.237604 seconds
Training: [671 / 10], d_loss: -344.811890, g_loss: 174.091873, elapsed time: 41.103210 seconds
Training: [671 / 11], d_loss: -331.401215, g_loss: 181.900970, elapsed time: 39.586235 seconds
Training: [671 / 12], d_loss: -117.887428, g_loss: -5.601749, elapsed time: 36.708893 seconds
Training: [671 / 13], d_loss: -355.344757, g_loss: 185.618073, elapsed time: 37.087003 seconds
EPOCH: 672
Training: [672 / 0], d_loss: -347.889099, g_loss: 177.909622, elapsed time: 37.900137 seconds
Training: [672 / 1], d_loss: -341.915405, g_loss: 179.937195, elapsed time: 37.298671 seconds
Training: [672 / 2], d_loss: -330.814362, g_loss: 180.960632, elapsed time: 38.762862 seconds
Training: [672 / 3], d_loss: -119.730949, g_loss: -110.749573, elapsed time: 37.163150 seconds
Training: [672 / 4], d_loss: -261.490540, g_loss: 161.530426, elapsed time: 36.629801 seconds
Training: [672 / 5], d_loss: -220.284088, g_loss: 129.121277, elapsed time: 35.416540 seconds
Training: [672 / 6], d_loss: -294.184204, g_loss: 182.586426, elapsed time: 36.375811 seconds
Training: [672 / 7], d_loss: -72.033867, g_loss: 149.171799, elapsed time: 39.149282 seconds
Training: [672 / 8], d_loss: -354.939758, g_loss: 184.627228, elapsed time: 37.098858 seconds
Training: [672 / 9], d_loss: -354.047089, g_loss: 179.309830, elapsed time: 36.651940 seconds
Training: [672 / 10], d_loss: -347.902344, g_loss: 179.502853, elapsed time: 34.759546 seconds
Training: [672 / 11], d_loss: -341.298035, g_loss: 182.244553, elapsed time: 35.792769 seconds
Training: [672 / 12], d_loss: -345.448120, g_loss: 180.558701, elapsed time: 36.510231 seconds
Training: [672 / 13], d_loss: -204.137787, g_loss: -119.653847, elapsed time: 36.158298 seconds
EPOCH: 673
Training: [673 / 0], d_loss: -117.510735, g_loss: 167.359711, elapsed time: 36.288856 seconds
Training: [673 / 1], d_loss: -241.729218, g_loss: 43.265923, elapsed time: 37.757799 seconds
Training: [673 / 2], d_loss: -247.143616, g_loss: 170.707153, elapsed time: 36.847090 seconds
Training: [673 / 3], d_loss: -314.794403, g_loss: 172.490082, elapsed time: 38.042946 seconds
Training: [673 / 4], d_loss: -360.196777, g_loss: 186.561050, elapsed time: 35.881648 seconds
Training: [673 / 5], d_loss: -352.206818, g_loss: 180.911560, elapsed time: 36.673603 seconds
Training: [673 / 6], d_loss: -343.184845, g_loss: 174.116959, elapsed time: 34.837433 seconds
Training: [673 / 7], d_loss: -90.700226, g_loss: 162.084442, elapsed time: 34.665531 seconds
Training: [673 / 8], d_loss: -252.082153, g_loss: 100.427803, elapsed time: 34.805625 seconds
Training: [673 / 9], d_loss: -321.917145, g_loss: 180.460083, elapsed time: 34.851416 seconds
Training: [673 / 10], d_loss: -356.853210, g_loss: 183.491638, elapsed time: 34.713929 seconds
Training: [673 / 11], d_loss: -351.401917, g_loss: 179.638397, elapsed time: 34.736868 seconds
Training: [673 / 12], d_loss: -321.444794, g_loss: 182.088608, elapsed time: 35.213048 seconds
Training: [673 / 13], d_loss: -169.550110, g_loss: 56.605484, elapsed time: 38.143189 seconds
EPOCH: 674
Training: [674 / 0], d_loss: -349.436920, g_loss: 179.571518, elapsed time: 40.493545 seconds
Training: [674 / 1], d_loss: -239.237762, g_loss: 180.598801, elapsed time: 41.899992 seconds
Training: [674 / 2], d_loss: -339.168488, g_loss: 180.623596, elapsed time: 43.578018 seconds
Training: [674 / 3], d_loss: -350.333374, g_loss: 176.460464, elapsed time: 44.084927 seconds
Training: [674 / 4], d_loss: -239.246872, g_loss: 176.124344, elapsed time: 43.753443 seconds
Training: [674 / 5], d_loss: -81.805367, g_loss: 165.642670, elapsed time: 44.389830 seconds
Training: [674 / 6], d_loss: -325.627747, g_loss: 171.942505, elapsed time: 44.302541 seconds
Training: [674 / 7], d_loss: -306.264343, g_loss: 177.370453, elapsed time: 42.605761 seconds
Training: [674 / 8], d_loss: -272.994080, g_loss: 123.553925, elapsed time: 36.423996 seconds
Training: [674 / 9], d_loss: -180.928101, g_loss: 164.624634, elapsed time: 45.485671 seconds
Training: [674 / 10], d_loss: -348.911743, g_loss: 182.636078, elapsed time: 45.276464 seconds
Training: [674 / 11], d_loss: -355.753571, g_loss: 182.588089, elapsed time: 45.116222 seconds
Training: [674 / 12], d_loss: -343.964325, g_loss: 174.543594, elapsed time: 43.352437 seconds
Training: [674 / 13], d_loss: -335.555328, g_loss: 178.339111, elapsed time: 43.835771 seconds
EPOCH: 675
Training: [675 / 0], d_loss: -236.541229, g_loss: 10.678423, elapsed time: 43.312957 seconds
Training: [675 / 1], d_loss: -137.127472, g_loss: 133.548401, elapsed time: 34.857836 seconds
Training: [675 / 2], d_loss: -347.861267, g_loss: 181.040833, elapsed time: 37.278409 seconds
Training: [675 / 3], d_loss: -349.998840, g_loss: 180.530426, elapsed time: 41.645625 seconds
Training: [675 / 4], d_loss: -343.385406, g_loss: 175.664780, elapsed time: 38.649624 seconds
Training: [675 / 5], d_loss: -234.500549, g_loss: 181.173218, elapsed time: 42.402373 seconds
Training: [675 / 6], d_loss: -255.972137, g_loss: 83.417236, elapsed time: 40.634524 seconds
Training: [675 / 7], d_loss: -261.501465, g_loss: 171.591400, elapsed time: 38.340370 seconds
Training: [675 / 8], d_loss: -322.556183, g_loss: 180.880493, elapsed time: 35.985769 seconds
Training: [675 / 9], d_loss: -354.694183, g_loss: 183.893463, elapsed time: 35.664629 seconds
Training: [675 / 10], d_loss: -346.506561, g_loss: 175.493652, elapsed time: 34.893249 seconds
Training: [675 / 11], d_loss: -328.797760, g_loss: 181.045105, elapsed time: 34.993709 seconds
Training: [675 / 12], d_loss: -340.532990, g_loss: 180.244476, elapsed time: 34.965698 seconds
Training: [675 / 13], d_loss: -331.662048, g_loss: 159.051163, elapsed time: 37.664006 seconds
EPOCH: 676
Training: [676 / 0], d_loss: -227.674454, g_loss: 168.027924, elapsed time: 35.439029 seconds
Training: [676 / 1], d_loss: -345.460663, g_loss: 178.460785, elapsed time: 37.052859 seconds
Training: [676 / 2], d_loss: -69.320419, g_loss: 62.866631, elapsed time: 36.108076 seconds
Training: [676 / 3], d_loss: -74.958237, g_loss: 154.213226, elapsed time: 36.189946 seconds
Training: [676 / 4], d_loss: -248.741028, g_loss: 153.490570, elapsed time: 36.348382 seconds
Training: [676 / 5], d_loss: -354.062073, g_loss: 183.998444, elapsed time: 35.775652 seconds
Training: [676 / 6], d_loss: -338.236145, g_loss: 178.263062, elapsed time: 36.151002 seconds
Training: [676 / 7], d_loss: -335.291565, g_loss: 176.999115, elapsed time: 35.691978 seconds
Training: [676 / 8], d_loss: -330.486938, g_loss: 179.820831, elapsed time: 35.865458 seconds
Training: [676 / 9], d_loss: -319.972839, g_loss: 176.963287, elapsed time: 36.628655 seconds
Training: [676 / 10], d_loss: -203.480896, g_loss: 19.433207, elapsed time: 36.370197 seconds
Training: [676 / 11], d_loss: -190.101578, g_loss: 157.924591, elapsed time: 36.201565 seconds
Training: [676 / 12], d_loss: -231.979202, g_loss: 102.822998, elapsed time: 36.266607 seconds
Training: [676 / 13], d_loss: -254.463989, g_loss: 174.865662, elapsed time: 36.390024 seconds
EPOCH: 677
Training: [677 / 0], d_loss: -353.791077, g_loss: 183.137756, elapsed time: 36.605435 seconds
Training: [677 / 1], d_loss: -351.503876, g_loss: 179.206360, elapsed time: 35.007035 seconds
Training: [677 / 2], d_loss: -344.647095, g_loss: 166.806946, elapsed time: 34.835895 seconds
Training: [677 / 3], d_loss: -250.816254, g_loss: 169.605225, elapsed time: 35.035729 seconds
Training: [677 / 4], d_loss: -339.312866, g_loss: 180.712891, elapsed time: 34.749773 seconds
Training: [677 / 5], d_loss: -340.390533, g_loss: 175.822571, elapsed time: 35.067651 seconds
Training: [677 / 6], d_loss: -279.683044, g_loss: 13.760424, elapsed time: 35.133696 seconds
Training: [677 / 7], d_loss: -147.465424, g_loss: 93.779472, elapsed time: 35.223276 seconds
Training: [677 / 8], d_loss: -292.234314, g_loss: 170.523285, elapsed time: 34.997763 seconds
Training: [677 / 9], d_loss: -207.315186, g_loss: 128.726227, elapsed time: 34.982632 seconds
Training: [677 / 10], d_loss: -333.021973, g_loss: 176.110992, elapsed time: 34.838775 seconds
Training: [677 / 11], d_loss: -357.219177, g_loss: 185.717987, elapsed time: 36.060617 seconds
